year,Base case cost,Modeled non-residential ashp
2017,90505.6664136,193639.279128
2018,90325.2089295,193277.000257
2019,99451.8975685,202147.792128
2020,104015.241888,206583.188064
2021,106897.35409,209384.49076
2022,109299.114258,211718.909673
2023,110980.346376,213353.002913
2024,112181.22646,214520.212369
2025,113862.458577,216154.305609
2026,115783.866712,218021.84074
2027,117465.09883,219655.933979
2028,118665.978914,220823.143436
2029,120587.387048,222690.678567
2030,121788.267132,223857.888023
2031,123709.675267,225725.423154
