year,Base case cost,Modeled non-residential ashp
2017,170134.118974,232661.059052
2018,189338.296962,246697.622453
2019,216581.433177,266609.95658
2020,229533.088099,276076.476082
2021,238465.263907,282605.110222
2022,239584.408453,281801.421433
2023,243940.911251,284956.153397
2024,247861.76377,287795.412165
2025,252653.916848,291265.617325
2026,251819.558429,288868.956822
2027,256066.476121,291914.10368
2028,259888.702044,294654.735853
2029,258147.477391,291471.386198
2030,261457.34346,293819.8356
2031,259768.221215,290568.41127
