year,Base case cost,Modeled residential ashp
2017,268682.239423,464527.505507
2018,296584.354523,485015.867745
2019,326582.394219,506328.280351
2020,344190.51023,517945.441317
2021,358995.387389,527467.565698
2022,371477.386505,535248.92742
2023,382833.367317,542236.325546
2024,392992.488389,548356.949646
2025,403962.563645,555244.624118
2026,416483.705833,563513.561698
2027,428477.259588,571455.339969
2028,446299.242444,585548.20789
2029,452220.144418,587440.795507
2030,469703.449343,601463.034449
2031,483169.144038,611041.065888
