year,Base case cost,Modeled non-residential ashp
2017,283053.858491,353020.971543
2018,300357.886579,367823.270146
2019,324459.925702,388997.38618
2020,335583.943758,398097.555084
2021,343617.956799,404345.574618
2022,349179.965827,408317.151498
2023,353505.972849,411164.416059
2024,356595.977865,412886.700283
2025,360303.983884,415212.573377
2026,365247.991909,418717.805454
2027,369573.998931,421672.55282
2028,372664.003947,423499.800722
2029,377608.011972,427080.99178
2030,380080.015984,428380.69627
2031,385024.024009,432009.605861
