year,annotation,consumption,consumption residential,consumption non-residential
2003,,1171858.0,651722.0,520136.0
2004,,1193879.0,657430.0,536449.0
2005,,1112833.0,626875.0,485958.0
2006,,1194132.0,648462.0,545670.0
2007,,1152294.0,589131.0,563163.0
2008,,1127404.0,588073.0,539331.0
2009,,1163588.0,625106.0,538482.0
2010,,1332460.0,645648.0,686812.0
2011,,1474289.0,653356.0,820933.0
2012,,1360817.0,624084.0,736733.0
2013,,1288607.0,613223.0,675384.0
2014,start of forecast,1381956.0,637606.0,744350.0
2015,,1386158.0,641808.0,744350.0
2016,,1390092.0,645742.0,744350.0
2017,,1394172.0,649822.0,744350.0
2018,,1400107.0,655757.0,744350.0
2019,,1404667.0,660317.0,744350.0
2020,,1409039.0,664689.0,744350.0
2021,,1412939.0,668589.0,744350.0
2022,,1416347.0,671997.0,744350.0
2023,,1420662.0,676312.0,744350.0
2024,,1424136.0,679786.0,744350.0
2025,,1427849.0,683499.0,744350.0
2026,,1432234.0,687884.0,744350.0
2027,,1436073.0,691723.0,744350.0
2028,,1440884.0,696534.0,744350.0
2029,,1444405.0,700055.0,744350.0
2030,,1448575.0,704225.0,744350.0
2031,,1452607.0,708257.0,744350.0
2032,,1457024.0,712674.0,744350.0
2033,,1461122.0,716772.0,744350.0
2034,,1465205.0,720855.0,744350.0
2035,,1469082.0,724732.0,744350.0
2036,,1474392.0,730042.0,744350.0
2037,,1478815.0,734465.0,744350.0
2038,,1483194.0,738844.0,744350.0
2039,,1488276.0,743926.0,744350.0
2040,,1493331.0,748981.0,744350.0
