year,Base case cost,Modeled non-residential ashp
2017,401023.529833,589748.368537
2018,438586.091396,623645.944518
2019,490060.712797,671127.60863
2020,516493.626489,694328.024683
2021,533188.098295,708120.894072
2022,547100.158133,719266.258129
2023,555447.394036,725058.215242
2024,563794.629939,730904.58804
2025,572141.865842,736804.101149
2026,583271.513712,745460.073391
2027,593009.955599,752814.442048
2028,601357.191502,758866.019333
2029,611095.633389,766318.20959
2030,618051.663308,771113.033639
2031,629181.311178,780010.796005
