year,Base case cost,Modeled residential ashp
2017,15814.0559623,128240.529678
2018,16776.2171327,128279.297543
2019,18940.8478128,129833.168133
2020,19546.3314621,129269.56959
2021,19983.6252088,128440.713687
2022,20286.3670334,127406.514922
2023,20488.1949165,126226.909186
2024,21617.9969554,125984.290611
2025,21864.4244095,124948.024612
2026,22110.8518637,123946.282248
2027,22322.0753958,122915.862871
2028,23535.6255432,122920.694282
2029,23793.0145879,122028.70478
2030,23940.094042,120976.242111
2031,24197.4830867,120146.314704
