year,Base case cost,Modeled non-residential ashp
2017,27600.9384485,109751.671448
2018,29280.2388952,111379.665401
2019,31519.3061575,113896.504117
2020,32526.8864256,114530.124906
2021,33254.5832858,114752.382393
2022,33758.3734198,114649.378582
2023,34094.2335092,114307.227413
2024,34374.116917,113898.664635
2025,34765.9536879,113683.047805
2026,35157.7904588,113486.694029
2027,35493.6505481,113222.541484
2028,35829.5106374,112976.759547
2029,36221.3474083,112835.528057
2030,36445.2541346,112451.985229
2031,36837.0909055,112345.382349
