year,Base case cost,Modeled transmission and interties
2021,368257.030007,1917366.78996
2022,390840.398958,1917942.98066
2023,411185.463756,1917201.49077
2024,428725.944495,1913797.96733
2025,446165.472826,1911034.67273
2026,463609.733302,1907970.59048
2027,480126.493536,1905209.8655
2028,495969.71193,1902088.35371
2029,500660.844099,1887999.66838
2030,503903.940178,1872331.18065
2031,516991.473333,1867588.1629
2032,538098.41333,1871671.69839
2033,562336.455328,1879448.7416
2034,587177.057007,1887765.93064
2035,602685.870552,1887789.3238
2036,619710.547585,1889345.51472
2037,626882.900636,1880279.67435
2038,640038.261189,1878541.1181
2039,654195.258908,1877794.50263
2040,675655.532329,1885596.77529
