year,Base case cost,Modeled non-residential ashp
2017,28707.1598093,71978.1801304
2018,31553.8462865,71782.8773216
2019,35484.9847551,71728.392761
2020,37382.7757399,71445.4432395
2021,38670.5624796,71102.1956061
2022,39687.2362215,70738.4787678
2023,40365.018716,70345.9989337
2024,40907.2447117,69948.5547867
2025,41585.0272063,69577.9728605
2026,42466.1444492,69242.0211374
2027,43143.9269438,68892.3227177
2028,43753.9311889,68544.6788394
2029,44499.491933,68222.9180201
2030,44973.9396792,67878.680337
2031,45855.0569221,67591.9560238
