year,annotation,diesel generation efficiency
2002,,13.69
2003,,13.34
2004,,13.11
2005,,12.62
2006,,13.53
2007,,13.72
2008,,13.64
2009,,13.71
2012,,13.25
2013,,13.02
2014,,13.31
2015,,13.76
2016,start of forecast,13.36
2017,,13.36
2018,,13.36
2019,,13.36
2020,,13.36
2021,,13.36
2022,,13.36
2023,,13.36
2024,,13.36
2025,,13.36
2026,,13.36
2027,,13.36
2028,,13.36
2029,,13.36
2030,,13.36
2031,,13.36
2032,,13.36
2033,,13.36
2034,,13.36
2035,,13.36
2036,,13.36
2037,,13.36
2038,,13.36
2039,,13.36
2040,,13.36
