year,Base case cost,Modeled residential ashp
2017,1818036.79752,3154658.69172
2018,1959984.90959,3259800.19658
2019,2157135.06524,3415633.3894
2020,2262090.71761,3489589.4835
2021,2329547.20592,3528749.66801
2022,2377163.55061,3550398.53669
2023,2408907.7804,3558129.98376
2024,2436683.98147,3562750.30335
2025,2468428.21126,3571460.01047
2026,2508108.4985,3587853.83449
2027,2559864.15617,3617145.93977
2028,2587815.53652,3623807.84643
2029,2623753.02553,3638171.50529
2030,2647711.35154,3642071.19832
2031,2704486.1136,3677758.66434
