year,Base case cost,Modeled residential ashp
2017,188945.444682,225247.622066
2018,203476.430067,237980.081976
2019,224465.631178,256371.412957
2020,225845.687604,256552.4524
2021,232593.870022,262434.678108
2022,237784.779574,266959.467114
2023,241418.41626,270126.819418
2024,235038.324769,263413.667653
2025,238538.305634,266447.364137
2026,242538.283767,269914.445832
2027,246038.264632,272948.142316
2028,248538.250965,275115.068375
2029,242894.403726,268938.3247
2030,245298.921615,271009.782316
2031,249146.150238,274324.114502
