year,annotation,consumption,consumption residential,consumption non-residential
2003,,584714.0,220808.0,363906.0
2004,,583590.0,214233.0,369357.0
2005,,532126.0,221815.0,310311.0
2006,,552168.0,216899.0,335269.0
2007,,496350.0,200514.0,295836.0
2008,,534131.0,184942.0,349189.0
2009,,708447.0,183394.0,525053.0
2010,,783945.0,190547.0,593398.0
2011,,785643.0,193432.0,592211.0
2012,,888805.0,222363.0,666442.0
2013,,757163.0,185742.0,571421.0
2014,start of forecast,804579.0,194554.0,610025.0
2015,,803298.0,193273.0,610025.0
2016,,802443.0,192418.0,610025.0
2017,,801527.0,191502.0,610025.0
2018,,800744.0,190720.0,610025.0
2019,,800107.0,190083.0,610025.0
2020,,799429.0,189405.0,610025.0
2021,,798630.0,188605.0,610025.0
2022,,797606.0,187581.0,610025.0
2023,,796334.0,186309.0,610025.0
2024,,795218.0,185193.0,610025.0
2025,,794253.0,184228.0,610025.0
2026,,793506.0,183482.0,610025.0
2027,,792639.0,182614.0,610025.0
2028,,791683.0,181658.0,610025.0
2029,,791747.0,181722.0,610025.0
2030,,791539.0,181514.0,610025.0
2031,,791057.0,181032.0,610025.0
2032,,789877.0,179852.0,610025.0
2033,,788540.0,178515.0,610025.0
2034,,787282.0,177258.0,610025.0
2035,,786280.0,176255.0,610025.0
2036,,785623.0,175598.0,610025.0
2037,,784981.0,174956.0,610025.0
2038,,784571.0,174546.0,610025.0
2039,,783923.0,173899.0,610025.0
2040,,783126.0,173102.0,610025.0
