year,Base case cost,Modeled residential ashp
2017,129347.560309,155012.322516
2018,140560.030235,163104.158184
2019,156412.142889,174544.339645
2020,158547.254616,174634.897893
2021,163787.925453,178369.055641
2022,167531.261766,181036.311175
2023,164559.206781,177310.999644
2024,166731.388992,178837.533388
2025,163513.268752,174866.156603
2026,166660.812703,177045.227854
2027,169108.902444,178740.06105
2028,171207.265078,180192.775217
2029,174005.081924,182129.72744
2030,169570.770437,177157.375564
2031,172607.585024,179225.71745
