year,Base case cost,Modeled non-residential ashp
2017,1038181.74006,1129696.70566
2018,1109366.31724,1196316.23167
2019,1200358.15434,1281728.746
2020,1251781.32848,1329628.95952
2021,1285459.14346,1360356.26436
2022,1320734.2985,1392934.59477
2023,1346542.32796,1416510.34481
2024,1365990.07127,1433765.71521
2025,1394637.50647,1460153.82849
2026,1426353.41699,1489542.55468
2027,1455636.47265,1516641.51208
2028,1482694.4612,1541657.61738
2029,1505757.87572,1562608.67253
2030,1530531.19214,1585516.08344
2031,1563581.64871,1616416.67593
