year,Base case cost,Modeled non-residential ashp
2017,15272.6799897,66637.4991754
2018,16769.7362274,67497.2748575
2019,18894.5902423,68995.2650133
2020,19860.4329763,69356.4985939
2021,20584.8150268,69491.933945
2022,21116.0285306,69449.2054546
2023,21454.0734875,69227.9923441
2024,21792.1184444,69019.8327959
2025,22130.1634013,68824.4209004
2026,22564.7926316,68737.3836653
2027,22951.1297252,68614.5406478
2028,23289.1746821,68455.6068952
2029,23675.5117757,68356.2299795
2030,23965.2645959,68172.2494607
2031,24399.8938263,68143.2144328
