year,Base case cost,Modeled residential ashp
2017,27875.9929247,284171.124524
2018,30608.4491223,282531.026605
2019,34486.7740479,281863.032572
2020,36249.649014,279648.387979
2021,37571.8052387,277177.438892
2022,38541.38647,274516.240353
2023,39158.3927082,271662.874729
2024,39775.3989464,268887.544015
2025,40392.4051845,266188.419467
2026,41185.6989193,263699.752698
2027,41890.8489058,261215.742937
2028,41212.1127232,257438.944302
2029,41895.7680295,255073.721502
2030,42408.5095093,252645.519274
2031,43177.6217289,250479.411357
