year,Base case cost,Modeled non-residential ashp
2017,167716.959836,189063.510605
2018,179806.652497,200081.629667
2019,196386.802432,215396.851589
2020,204331.457609,222483.63791
2021,209512.754464,226945.113588
2022,213312.372157,230099.454863
2023,216075.73048,232276.008521
2024,218493.669012,234133.739502
2025,221257.027334,236331.618812
2026,224365.805447,238869.399503
2027,227129.16377,241087.61654
2028,229201.682512,242656.422473
2029,232310.460624,245223.647015
2030,234037.559576,246481.781991
2031,237491.757479,249397.115529
