year,Base case cost,Modeled non-residential ashp
2017,1271208.63627,1373201.05399
2018,1381420.77579,1480169.47527
2019,1521733.1853,1616879.08952
2020,1614312.59569,1706718.02207
2021,1709420.84246,1799358.37452
2022,1782314.65197,1869965.23292
2023,1846954.96193,1932498.47779
2024,1909245.86188,1992770.60852
2025,1975719.88227,2057222.58961
2026,2062521.96992,2141998.38329
2027,2131162.89987,2208698.36084
2028,2197113.57938,2272792.49056
2029,2287659.82054,2361429.83094
2030,2351618.83313,2423653.09067
2031,2427997.71484,2498196.81971
