year,Base case cost,Modeled transmission and interties
2021,450871.534741,667895.539641
2022,463849.628798,679785.663817
2023,474083.819181,689017.90072
2024,481564.600448,695583.048027
2025,489891.365873,703644.283477
2026,501565.630413,714267.706
2027,510483.317358,722220.971485
2028,518027.468225,729494.884937
2029,527775.296928,738280.000837
2030,535346.379875,744926.637413
2031,547120.451534,755640.751528
2032,557522.571357,765679.272133
2033,568700.968777,775847.112928
2034,580536.825797,787272.909071
2035,588930.129302,794088.894132
2036,600800.839602,805546.948927
2037,608490.740548,812301.198542
2038,619707.159729,823159.940359
2039,630232.850271,832001.00851
2040,643591.161928,844897.002142
