year,Base case cost,Modeled non-residential ashp
2017,218336.166564,242361.383317
2018,235119.904979,258438.8313
2019,259373.224979,281902.220668
2020,265894.314162,287811.199632
2021,273834.65337,295190.085168
2022,279941.372578,300769.886948
2023,284214.561786,304550.443194
2024,282230.862554,302100.218346
2025,286428.821761,305825.79421
2026,291227.010969,310153.439099
2027,295429.600969,313902.957293
2028,298426.480177,316471.944831
2029,297804.80936,315407.687887
2030,300752.90936,317945.881491
2031,305469.86936,322237.819109
