year,Base case cost,Modeled residential ashp
2017,218336.166564,388969.747473
2018,235119.904979,399911.71896
2019,259373.224979,417607.265957
2020,265894.314162,419080.410874
2021,273834.65337,422400.215707
2022,279941.372578,424176.672216
2023,284214.561786,424407.814399
2024,282230.862554,418600.759561
2025,286428.821761,418922.028124
2026,291227.010969,419855.793278
2027,295429.600969,420339.388744
2028,298426.480177,419828.393336
2029,297804.80936,415570.602295
2030,300752.90936,415157.693645
2031,305469.86936,416381.957224
