year,Base case cost,Modeled residential ashp
2017,469507.206362,541181.366473
2018,505653.246362,572598.540964
2019,552987.346362,614277.195397
2020,575363.466362,633186.119538
2021,590854.626362,645839.610081
2022,602042.686362,654596.130811
2023,610648.886362,661027.729027
2024,616673.226362,665133.598793
2025,624418.806362,670845.134525
2026,633885.626362,678161.567621
2027,641631.206362,683936.402337
2028,648516.166362,688955.34199
2029,657122.366362,695576.979615
2030,662286.086362,699081.998472
2031,671752.906362,706547.642485
