year,Base case cost,Modeled solar power (pv)
2016,360743.876559,393180.354947
2017,445701.456458,476914.778891
2018,511861.213357,542161.646036
2019,600669.606118,629720.179556
2020,645326.778092,673814.639763
2021,678039.961099,706163.64022
2022,701938.834347,729829.729201
2023,721893.603599,749618.054679
2024,737408.532026,765031.337443
2025,755425.978095,782918.93093
2026,777685.787407,804991.130804
2027,796190.798819,823372.231183
2028,813120.075312,840210.038101
2029,832952.272271,859864.331778
2030,845534.999074,872389.885658
2031,868874.125518,895557.224952
2032,895103.234241,921618.013203
2033,922731.029016,949080.909712
2034,953244.720326,979404.71202
2035,974984.959308,1001071.41866
