year,Base case cost,Modeled non-residential ashp
2017,442009.984398,612963.615415
2018,493984.18915,657999.063844
2019,565015.60231,719547.51003
2020,599665.072144,749571.142316
2021,623919.701028,770587.684916
2022,641244.435946,785599.501059
2023,655104.223879,797608.953973
2024,665499.06483,806616.043659
2025,677626.379272,817124.314959
2026,693218.640697,830634.949488
2027,705345.955139,841143.220788
2028,715740.796089,850150.310474
2029,731333.057515,863660.945003
2030,739995.424973,871166.853074
2031,755587.686399,884677.487603
