year,Base case cost,Modeled non-residential ashp
2017,40815.6359035,37885.5001798
2018,45583.5634734,41345.270232
2019,51940.8002332,45958.2969682
2020,55119.4186131,48264.8103363
2021,57238.497533,49802.485915
2022,59004.396633,51083.8822306
2023,60063.9360929,51852.7200199
2024,60946.8856429,52493.4181777
2025,62183.0150129,53390.3955987
2026,63595.7342928,54415.5126512
2027,64655.2737528,55184.3504405
2028,65714.8132128,55953.1882299
2029,66950.9425827,56850.1656508
2030,67657.3022227,57362.724177
2031,69070.0215027,58387.8412295
