year,Base case cost,Modeled non-residential ashp
2017,805464.945503,988893.540721
2018,899439.70603,1070125.20279
2019,1027871.87875,1181141.80761
2020,1090521.7191,1235296.24899
2021,1134376.60735,1273204.35796
2022,1168834.01954,1302989.30071
2023,1190761.46367,1321943.3552
2024,1209556.41577,1338189.68761
2025,1231483.85989,1357143.74209
2026,1259676.28805,1381513.24071
2027,1284736.22419,1403175.01726
2028,1303531.1763,1419421.34968
2029,1328591.11244,1441083.12623
2030,1344253.57253,1454621.73657
2031,1375578.4927,1481698.95726
