year,Base case cost,Modeled residential ashp
2017,756732.547349,925570.488137
2018,822991.375588,956404.89549
2019,915331.409625,1000331.55432
2020,944411.310184,1005795.17428
2021,943491.939276,988344.406962
2022,960699.663847,992563.177208
2023,955389.937539,978987.752694
2024,964544.583445,981057.514422
2025,951867.218131,960114.450902
2026,930463.273689,928083.180194
2027,904919.448491,893092.842759
2028,879844.552384,860933.062475
2029,857709.351609,829351.349464
2030,834895.477634,800633.405341
2031,807181.456852,761111.244264
