year,annotation,consumption,consumption residential,consumption non-residential
2003,,6165545.0,1695826.0,4469719.0
2004,,6104822.0,1735720.0,4369102.0
2005,,5926064.0,1616314.0,4309750.0
2006,,6176105.0,1572553.0,4603552.0
2007,,6326136.0,1572614.0,4753522.0
2008,,6113419.0,1549739.0,4563680.0
2009,,5832569.0,1455259.0,4377310.0
2010,,5976909.0,1412697.0,4564212.0
2011,,5965968.0,1437193.0,4528775.0
2012,,5648090.0,1436656.0,4211434.0
2013,,5555505.0,1435016.0,4120489.0
2014,start of forecast,5777629.0,1490729.0,4286899.0
2015,,5763229.0,1476329.0,4286899.0
2016,,5744243.0,1457344.0,4286899.0
2017,,5725537.0,1438637.0,4286899.0
2018,,5713525.0,1426626.0,4286899.0
2019,,5702763.0,1415864.0,4286899.0
2020,,5691746.0,1404846.0,4286899.0
2021,,5677376.0,1390477.0,4286899.0
2022,,5671727.0,1384827.0,4286899.0
2023,,5664131.0,1377232.0,4286899.0
2024,,5661163.0,1374263.0,4286899.0
2025,,5650449.0,1363550.0,4286899.0
2026,,5636404.0,1349505.0,4286899.0
2027,,5620100.0,1333201.0,4286899.0
2028,,5606851.0,1319951.0,4286899.0
2029,,5594015.0,1307116.0,4286899.0
2030,,5582608.0,1295709.0,4286899.0
2031,,5569051.0,1282152.0,4286899.0
2032,,5550043.0,1263144.0,4286899.0
2033,,5527755.0,1240856.0,4286899.0
2034,,5508556.0,1221656.0,4286899.0
2035,,5489879.0,1202980.0,4286899.0
2036,,5475417.0,1188517.0,4286899.0
2037,,5462043.0,1175144.0,4286899.0
2038,,5448377.0,1161477.0,4286899.0
2039,,5433339.0,1146440.0,4286899.0
2040,,5421331.0,1134432.0,4286899.0
