year,Base case cost,Modeled non-residential ashp
2017,67363.296366,82275.5051173
2018,75141.6221481,88986.0624413
2019,86322.9654598,98776.2381509
2020,91670.564435,103306.736272
2021,95316.6546454,106308.050542
2022,98233.5268137,108657.820179
2023,100178.108259,110136.43499
2024,101636.544343,111182.640466
2025,103581.125789,112674.087045
2026,106011.852596,114610.626139
2027,107956.434041,116114.310047
2028,109657.942806,117404.447712
2029,111845.596932,119139.252694
2030,113060.960336,120001.885961
2031,115734.759823,122186.722026
