year,annotation,diesel generation efficiency
2002,,11.96
2003,,11.47
2004,,11.77
2005,,10.84
2006,,11.0
2007,,11.5
2008,,12.29
2009,,12.86
2010,,12.28
2011,,11.86
2012,,12.01
2013,,11.93
2014,,12.21
2015,,12.02
2016,start of forecast,12.05
2017,,12.05
2018,,12.05
2019,,12.05
2020,,12.05
2021,,12.05
2022,,12.05
2023,,12.05
2024,,12.05
2025,,12.05
2026,,12.05
2027,,12.05
2028,,12.05
2029,,12.05
2030,,12.05
2031,,12.05
2032,,12.05
2033,,12.05
2034,,12.05
2035,,12.05
2036,,12.05
2037,,12.05
2038,,12.05
2039,,12.05
2040,,12.05
