year,Base case cost,Modeled non-residential ashp
2017,1032783.59917,1191746.16559
2018,1093486.39447,1249769.30807
2019,1175444.35447,1328868.93561
2020,1213371.86506,1364453.46794
2021,1239173.10506,1388086.50114
2022,1258911.75976,1405765.9903
2023,1272579.71447,1417482.78066
2024,1283220.80387,1426247.35863
2025,1296880.64387,1438039.68308
2026,1312058.24387,1451373.96105
2027,1325718.08387,1463246.0592
2028,1336333.59917,1472144.65536
2029,1351511.09917,1485594.32534
2030,1360617.59917,1493074.36755
2031,1375804.16387,1506605.656
