year,Base case cost,Modeled non-residential ashp
2017,163928.882736,205144.408417
2018,176672.792484,216596.630956
2019,194372.667133,232777.099393
2020,202514.609472,239884.154288
2021,208532.566853,244986.39364
2022,212780.536769,248420.085472
2023,215612.516713,250521.505992
2024,218090.499164,252300.173224
2025,221276.476601,254765.61299
2026,224816.451531,257580.891056
2027,227648.431475,259735.846801
2028,230126.413926,261566.794528
2029,233666.388856,264419.906377
2030,235436.376321,265601.958425
2031,239330.348744,268815.454923
