year,annotation,consumption,consumption residential,consumption non-residential
2003,,675036.0,364798.0,310238.0
2004,,660016.0,350465.0,309551.0
2005,,592345.0,298103.0,294242.0
2006,,604325.0,297211.0,307114.0
2007,,599755.0,301762.0,297993.0
2008,,594564.0,303481.0,291083.0
2009,,601679.0,295457.0,306222.0
2010,,587798.0,298065.0,289733.0
2011,,603006.0,318290.0,284716.0
2012,,615943.0,319017.0,296926.0
2013,,630222.0,309997.0,320225.0
2014,,599854.0,296603.0,303251.0
2015,,573018.0,276707.0,296311.0
2016,start of forecast,611321.0,304726.0,306596.0
2017,,612579.0,305983.0,306596.0
2018,,613721.0,307125.0,306596.0
2019,,614961.0,308365.0,306596.0
2020,,616010.0,309414.0,306596.0
2021,,617029.0,310433.0,306596.0
2022,,617970.0,311374.0,306596.0
2023,,618781.0,312185.0,306596.0
2024,,619604.0,313008.0,306596.0
2025,,620494.0,313898.0,306596.0
2026,,621544.0,314948.0,306596.0
2027,,622635.0,316039.0,306596.0
2028,,623693.0,317097.0,306596.0
2029,,624898.0,318302.0,306596.0
2030,,626095.0,319500.0,306596.0
2031,,627118.0,320522.0,306596.0
2032,,628195.0,321600.0,306596.0
2033,,629162.0,322566.0,306596.0
2034,,630130.0,323535.0,306596.0
2035,,631104.0,324508.0,306596.0
2036,,632038.0,325442.0,306596.0
2037,,633111.0,326516.0,306596.0
2038,,634173.0,327577.0,306596.0
2039,,635068.0,328472.0,306596.0
2040,,635813.0,329218.0,306596.0
