year,Base case cost,Modeled non-residential ashp
2017,185467.006756,243195.489406
2018,196327.515804,253530.160171
2019,211600.106653,268416.677627
2020,218727.315716,274954.195463
2021,223478.788425,279069.4808
2022,227212.08841,282156.740035
2023,229587.824764,283866.893114
2024,231963.561119,285594.1664
2025,234339.297473,287338.158635
2026,237393.815643,289795.796591
2027,239769.551997,291572.060361
2028,242145.288351,293363.89487
2029,244860.415613,295519.594482
2030,246557.370152,296644.165574
2031,249611.888322,299177.875288
