year,Base case cost,Modeled residential ashp
2017,163546.077035,317680.865995
2018,173122.94831,325319.028103
2019,186590.42354,337085.445051
2020,185353.169113,333866.246471
2021,189379.646198,335866.257975
2022,192543.306764,337013.597879
2023,194556.545306,337005.46093
2024,196569.783849,337046.993415
2025,198583.022391,337137.0312
2026,193007.451073,329713.585741
2027,194938.987566,329815.548203
2028,196870.524059,329962.684754
2029,190657.195595,322023.050734
2030,191978.505912,321619.199625
2031,194356.864483,322370.384731
