year,Base case cost,Modeled transmission and interties
2021,79611.6435224,1948024.79889
2022,81860.560006,1926679.14655
2023,83434.8015446,1904795.80054
2024,84784.1514348,1882188.75974
2025,86358.3929734,1860518.03684
2026,88157.5261604,1840693.32842
2027,89731.7676989,1821028.31746
2028,90856.2259408,1801135.14929
2029,92655.3591277,1782878.15634
2030,93779.8173696,1763070.64139
2031,95578.9505565,1745798.51021
2032,97602.9753918,1728454.03675
2033,99402.1085788,1712121.14293
2034,101426.133414,1696616.73869
2035,102775.483304,1679506.09484
2036,104799.50814,1663953.57823
2037,106148.85803,1648620.01097
2038,108172.882865,1633901.70469
2039,109747.124404,1619758.1116
2040,111996.040887,1606210.68596
