year,Base case cost,Modeled residential ashp
2017,741994.968575,927218.117627
2018,789479.725419,963485.067161
2019,859159.147773,1019668.4832
2020,894594.851952,1046492.73562
2021,920772.056284,1065466.41639
2022,942261.818182,1080506.72441
2023,959052.199624,1091599.31517
2024,974394.492435,1101558.86757
2025,991732.571329,1113392.6985
2026,1010602.35384,1126634.4843
2027,1027942.84589,1138655.30508
2028,1042036.75702,1147952.86452
2029,1061324.17968,1161879.51054
2030,1075689.36219,1171620.24182
2031,1089501.63934,1180239.61388
