year,Base case cost,Modeled residential ashp
2017,718045.491376,997401.995013
2018,800332.971376,1068295.95405
2019,916273.712443,1169414.90079
2020,970502.872976,1215295.12809
2021,1001098.87044,1239159.25983
2022,1028887.72257,1261443.47955
2023,1049253.75524,1277142.31389
2024,1065905.07844,1289574.10777
2025,1075026.63751,1294339.90431
2026,1098882.42071,1313313.99267
2027,1119055.15445,1329048.6261
2028,1125645.42351,1331643.09442
2029,1149275.61778,1350553.49929
2030,1161987.91098,1359762.48537
2031,1175180.01058,1368336.50694
