year,Base case cost,Modeled residential energy efficiency
2017,549197.822425,518808.459787
2018,591834.06894,551101.950812
2019,651912.416302,597144.021515
2020,680013.578778,618062.218907
2021,684037.651723,616585.620841
2022,698227.264105,626542.577088
2023,708632.979852,633569.387638
2024,717146.747281,639143.751773
2025,709245.029187,628121.083791
2026,721243.284482,636402.622337
2027,731395.654346,643276.000403
2028,721580.641453,630619.155906
2029,733279.487977,638671.895296
2030,739578.866875,642588.493231
2031,732396.178426,631804.055636
2032,744672.496008,640293.212389
2033,756948.813591,648803.269874
2034,749376.275558,637484.882613
2035,757060.911009,642477.671468
2036,769868.636762,651372.131765
