year,Base case cost,Modeled residential ashp
2017,344966.912972,474541.22927
2018,373854.049593,499386.229445
2019,412501.858872,532319.294095
2020,435235.132797,552543.655744
2021,454724.985338,570221.516085
2022,472291.767157,586394.45775
2023,487787.736127,600914.738613
2024,506928.771246,619358.853656
2025,522909.006076,634363.400377
2026,539976.226823,650315.549002
2027,556432.519616,665796.153687
2028,572228.637077,680755.967056
2029,594462.928375,702014.570247
2030,609787.652111,716642.373906
2031,628118.888829,733858.538502
