year,Base case cost,Modeled non-residential ashp
2017,311869.055527,397629.196022
2018,331884.865682,416015.377626
2019,359648.731381,441518.790818
2020,372562.157287,453380.843466
2021,381601.555422,461684.280319
2022,388058.268375,467615.306643
2023,392577.967442,471767.02507
2024,396451.995214,475325.640864
2025,400971.694281,479477.35929
2026,406782.735939,484815.282982
2027,411302.435007,488967.001409
2028,415176.462778,492525.617203
2029,420341.833141,497270.438262
2030,423570.189618,500235.951424
2031,429381.231276,505573.875115
