year,Base case cost,Modeled residential ashp
2017,350335.130552,490568.349977
2018,379255.192371,513845.632901
2019,417955.682183,544719.042311
2020,447411.167712,570534.025327
2021,465666.147382,586240.653239
2022,481069.972444,599824.227044
2023,494285.35138,611765.430101
2024,506850.541876,623238.469844
2025,520403.961961,635517.714049
2026,535833.680882,649309.206839
2027,557738.159763,669939.509841
2028,571042.032771,682151.232095
2029,586297.324869,695950.323188
2030,599013.60965,707756.482341
2031,615557.612357,722662.258918
