year,Base case cost,Modeled non-residential ashp
2017,12070.7976895,55064.3075743
2018,12999.1110717,53418.2869679
2019,14340.0081794,51300.9662975
2020,14958.8837675,50043.9679277
2021,15405.8494701,49001.2102183
2022,15749.6692412,48091.6788678
2023,15990.3430811,47315.0893215
2024,16162.2529667,46630.8021681
2025,16402.9268065,45877.1002371
2026,16677.9826235,45094.0799612
2027,16918.6564633,44362.2053968
2028,17090.5663489,43721.5852209
2029,17365.6221658,42970.1653994
2030,17537.5320514,42349.8735387
2031,17812.5878684,41618.3055763
