year,Base case cost,Modeled residential ashp
2017,4181.36443995,40573.9996485
2018,4502.93528103,38950.5698931
2019,4967.42649593,36903.1078431
2020,5181.80705665,35638.3340493
2021,5336.63746161,34570.661453
2022,5455.73777313,33626.6012302
2023,4313.65725144,31580.3773847
2024,4360.03276201,30832.8211603
2025,4424.95847681,30019.7649351
2026,4499.15929373,29180.1185844
2027,4564.08500853,28392.0118398
2028,4610.4605191,27694.3685722
2029,4684.66133601,26890.8426999
2030,4731.03684658,26216.4354422
2031,4805.2376635,25435.600973
