year,Base case cost,Modeled transmission and interties
2021,311838.792537,500250.918473
2022,322678.108856,509702.833102
2023,329348.457359,515814.728236
2024,335185.0123,521119.007846
2025,342689.154366,527689.489441
2026,351027.089995,535416.615625
2027,358531.232062,541987.09722
2028,364367.787002,547291.376829
2029,372705.722632,554669.473949
2030,377708.484009,559166.138034
2031,386880.213202,567351.850678
2032,396051.942394,575537.563322
2033,405223.671586,583723.275967
2034,413506.140262,591448.930191
2035,420162.174713,597199.429595
2036,430146.226389,606173.458777
2037,435970.256533,611118.075736
2038,445954.30821,620092.104918
2039,453442.346967,626996.766842
2040,464258.40295,636776.678469
