year,Base case cost,Modeled residential ashp
2017,184086.776812,190440.802794
2018,185837.913109,188289.364818
2019,196391.1118,193968.827851
2020,201374.566738,196011.293277
2021,204599.155227,196924.870487
2022,207237.454899,197480.819548
2023,209289.465756,197678.476203
2024,210755.187796,197517.191753
2025,205513.62898,190574.862649
2026,207781.532488,190967.454086
2027,209482.460118,191018.561078
2028,210899.89981,190910.922236
2029,205632.821903,183942.453718
2030,207001.979247,183833.983084
2031,208918.799528,184095.751188
