year,Base case cost,Modeled non-residential ashp
2017,194289.162952,198110.914592
2018,202598.310315,205216.652955
2019,214103.283586,215225.062636
2020,219536.187631,219746.434214
2021,223051.596131,222541.346422
2022,225927.839449,224766.751188
2023,228164.917585,226422.43576
2024,229762.83054,227508.192374
2025,231680.326085,228891.695472
2026,234236.986812,230862.03936
2027,236154.482357,232261.860754
2028,237752.395312,233380.263138
2029,239989.473448,235084.939317
2030,241587.386402,236218.539298
2031,243824.464538,237938.056881
