year,annotation,consumption,consumption residential,consumption non-residential
2003,,10563146.0,10200646.0,362500.0
2004,,7169237.0,6806737.0,362500.0
2005,,4340980.0,3978479.0,362500.0
2006,,1512722.0,1150222.0,362500.0
2007,,98593.0,-263907.0,362500.0
2008,,-749884.0,-1112384.0,362500.0
2009,,-1315536.0,-1678036.0,362500.0
2010,,98593.0,-263907.0,362500.0
2011,,593819.0,181149.0,412670.0
2012,,622795.0,183991.0,438804.0
2013,,571539.0,160751.0,410788.0
2014,,491824.0,151143.0,340681.0
2015,,477342.0,141310.0,336032.0
2016,start of forecast,512198.0,149697.0,362500.0
2017,,476929.0,114429.0,362500.0
2018,,441491.0,78991.0,362500.0
2019,,385718.0,23218.0,362500.0
2020,,299484.0,-63016.0,362500.0
2021,,204087.0,-158413.0,362500.0
2022,,86036.0,-276465.0,362500.0
2023,,-45846.0,-408346.0,362500.0
2024,,-201287.0,-563787.0,362500.0
2025,,-366457.0,-728958.0,362500.0
2026,,-533302.0,-895802.0,362500.0
2027,,-690782.0,-1053282.0,362500.0
2028,,-847213.0,-1209713.0,362500.0
2029,,-988943.0,-1351443.0,362500.0
2030,,-1181666.0,-1544166.0,362500.0
2031,,-1358901.0,-1721402.0,362500.0
2032,,-1549410.0,-1911910.0,362500.0
2033,,-1741087.0,-2103587.0,362500.0
2034,,-1941670.0,-2304170.0,362500.0
2035,,-2145361.0,-2507861.0,362500.0
2036,,-2302581.0,-2665081.0,362500.0
2037,,-2458695.0,-2821195.0,362500.0
2038,,-2631739.0,-2994239.0,362500.0
2039,,-2820002.0,-3182502.0,362500.0
2040,,-3023750.0,-3386250.0,362500.0
