year,Base case cost,Modeled residential ashp
2017,408220.307745,469901.515662
2018,432216.675332,491821.456737
2019,464611.771574,521413.377188
2020,479609.501316,535113.34036
2021,489807.95754,544429.315317
2022,497606.777006,551553.296166
2023,503005.959713,556485.282908
2024,507205.324041,560321.272596
2025,512604.506748,565253.259338
2026,518603.598645,570733.244607
2027,524002.781352,575665.231349
2028,528202.145679,579501.221037
2029,534201.237576,584981.206305
2030,537800.692714,588269.197467
2031,543799.784611,593749.182735
