year,Base case cost,Modeled residential ashp
2017,265306.204807,377732.678554
2018,281500.312728,393003.393108
2019,306393.926461,417286.246765
2020,316234.932798,425958.170902
2021,323363.259928,431820.348406
2022,328304.265473,435424.413385
2023,331607.090226,437345.804465
2024,337983.061582,442349.35523
2025,341873.056335,444956.656553
2026,345776.452673,447611.883042
2027,349124.018218,449717.805654
2028,356242.490366,455627.559128
2029,360177.235119,458412.925288
2030,362442.779872,459478.927956
2031,366372.443833,462321.275435
