year,Base case cost,Modeled non-residential ashp
2017,265306.204807,347455.392082
2018,281500.312728,363598.194445
2019,306393.926461,388769.574393
2020,316234.932798,398236.62831
2021,323363.259928,404859.525627
2022,328304.265473,409193.748702
2023,331607.090226,411818.574974
2024,337983.061582,417506.113161
2025,341873.056335,420788.665801
2026,345776.452673,424103.882686
2027,349124.018218,426851.446918
2028,356242.490366,433388.288061
2029,360177.235119,436789.974596
2030,362442.779872,438448.081291
2031,366372.443833,441879.314999
