year,Base case cost,Modeled non-residential ashp
2017,571747.94709,600190.477703
2018,604681.582566,629369.52837
2019,650788.672231,670220.199304
2020,671866.198935,688894.791731
2021,686356.998544,701733.574024
2022,698213.107315,712238.032264
2023,704799.83441,718073.842398
2024,711386.561505,723909.652531
2025,719290.634019,730912.624691
2026,728512.051952,739082.758878
2027,736416.124466,746085.731038
2028,743002.851561,751921.541172
2029,750906.924075,758924.513332
2030,756176.305751,763593.161439
2031,765397.723684,771763.295625
