year,Base case cost,Modeled non-residential ashp
2017,17638.4896154,25521.6539038
2018,20958.3864062,26925.6785347
2019,23881.3133196,27294.109235
2020,25342.7767763,27478.3245851
2021,26317.0857475,27601.1348186
2022,27129.0098901,27703.4766798
2023,27616.1643757,27764.8817965
2024,26338.2153851,26132.1416651
2025,26872.4090727,26169.6277557
2026,27482.9161442,26212.4690021
2027,27940.7964479,26244.599937
2028,28398.6767516,26276.7308718
2029,27083.0723464,24464.4188696
2030,27368.8097609,24466.3233715
2031,26031.9381333,22561.7859188
