year,Base case cost,Modeled non-residential ashp
2017,596818.647401,877529.977671
2018,652720.696825,931867.972599
2019,729327.208999,1006331.15083
2020,768665.688223,1044568.99912
2021,793511.043523,1068719.21908
2022,814215.506273,1088844.40239
2023,826638.183922,1100919.51238
2024,839060.861572,1112994.62236
2025,851483.539222,1125069.73234
2026,868047.109422,1141169.87899
2027,882540.233346,1155257.5073
2028,894962.910996,1167332.61729
2029,909456.034921,1181420.2456
2030,919808.266296,1191482.83726
2031,936371.836495,1207582.9839
