year,Base case cost,Modeled residential ashp
2017,147565.27026,229592.303499
2018,161387.226171,242119.294461
2019,180328.425012,259285.911706
2020,190054.986579,268101.201642
2021,196198.078095,273668.753181
2022,201317.321025,278308.379464
2023,204388.866783,281092.155233
2024,207460.412541,283875.931002
2025,210531.958299,286659.706772
2026,214627.352643,290371.407798
2027,218210.822695,293619.146195
2028,221282.368453,296402.921965
2029,224865.838504,299650.660362
2030,227425.459969,301970.473504
2031,231520.854313,305682.17453
