year,Base case cost,Modeled non-residential ashp
2017,664454.272465,716626.719418
2018,745086.281733,791820.382452
2019,856799.950147,895639.677301
2020,913930.767128,949086.453284
2021,951373.409284,983897.637586
2022,978831.346865,1009425.83941
2023,1001752.8075,1031119.28637
2024,1019321.59176,1047460.05697
2025,1042529.70615,1069440.15769
2026,1067764.47116,1092920.61747
2027,1087952.28318,1111704.9853
2028,1109060.07662,1131760.19559
2029,1125804.4307,1146925.67497
2030,1138421.81321,1158665.90486
2031,1163656.57823,1182146.36464
