year,Base case cost,Modeled residential ashp
2017,415427.765914,524941.785776
2018,447868.376706,553985.77417
2019,492918.376706,595137.449683
2020,513647.077499,613070.673112
2021,531239.786868,628186.447137
2022,542122.92766,636792.667885
2023,549374.44766,641966.266713
2024,555719.52766,646313.945907
2025,563883.708452,652442.791043
2026,572948.208452,659472.235877
2027,580206.209245,664812.023442
2028,590058.598614,672822.976816
2029,598272.079406,679153.431316
2030,603750.040198,682901.724427
2031,612875.76099,690176.161602
