year,Base case cost,Modeled transmission and interties
2021,561948.08568,1155292.31465
2022,581325.605876,1167892.65151
2023,595359.767225,1174012.25129
2024,605533.730632,1178418.41397
2025,619119.423307,1184437.49576
2026,635146.438628,1194344.17639
2027,649254.069248,1202415.86481
2028,659492.318268,1206588.38085
2029,676648.923629,1218325.27844
2030,687476.457426,1222435.82422
2031,704202.961431,1234038.77945
2032,720415.180539,1246321.93427
2033,738034.030063,1258040.84957
2034,756243.694974,1271674.3215
2035,768598.777361,1279283.24138
2036,787472.72693,1293975.25719
2037,798534.444027,1300569.32267
2038,817506.352623,1316764.71769
2039,833912.959178,1328161.50009
2040,854289.96758,1344989.64811
