year,Base case cost,Modeled residential ashp
2017,155969.601841,198739.508663
2018,166674.270144,205823.543246
2019,178586.638372,212469.535152
2020,185261.966717,216840.823856
2021,190506.867559,220275.407838
2022,193844.531732,222461.05219
2023,196705.386737,224334.461635
2024,194544.365104,221515.142961
2025,196879.577619,223027.484176
2026,195506.141024,220666.602021
2027,198249.796055,222422.811492
2028,195805.541152,219320.259549
2029,198490.596196,221017.869033
2030,200280.632893,222149.608689
2031,198536.063048,219417.593284
