year,Base case cost,Modeled residential ashp
2017,201252.778001,426898.066359
2018,220874.726651,445452.694179
2019,246919.441819,471172.518284
2020,256000.300259,478738.914957
2021,269641.542088,490561.641231
2022,282260.95936,501265.75773
2023,293745.871695,510737.183893
2024,296565.763444,511496.212289
2025,307843.614714,520821.014475
2026,320286.790666,531469.827169
2027,324246.967012,533636.525854
2028,335493.037814,543036.585365
2029,347929.473382,553781.963901
2030,359501.06529,563607.564674
2031,364294.304828,566859.598709
