year,Base case cost,Modeled non-residential ashp
2017,177240.376767,246242.438924
2018,188721.181316,257565.335407
2019,204866.062713,273821.700682
2020,212400.340699,281021.47783
2021,217423.192689,285591.918518
2022,221369.719253,289045.008581
2023,224239.92039,291380.350902
2024,226392.571243,292975.655793
2025,228903.997238,294964.838894
2026,232132.973517,297725.628481
2027,235003.174655,300123.369016
2028,237155.825508,301779.609663
2029,240026.026645,304206.398457
2030,242178.677498,305891.006548
2031,245407.653777,308723.596046
