year,Base case cost,Modeled residential energy efficiency
2017,384501.609124,372926.633579
2018,415632.467103,399873.234855
2019,456393.648371,435191.208372
2020,470140.429471,445886.883299
2021,492009.257376,465418.386525
2022,512299.400752,483689.679841
2023,530853.301777,500542.680485
2024,535096.069164,503303.292195
2025,553310.47721,519957.711646
2026,573254.256696,538164.488391
2027,579191.382673,542483.197052
2028,597311.387685,559201.596257
2029,617195.776986,577505.966608
2030,635770.949039,594717.031263
2031,642922.88923,600226.879712
2032,664302.195539,619981.762897
2033,685996.617492,640069.016226
2034,708853.334385,661236.722262
2035,713936.410157,665042.011684
2036,737248.294091,686697.40945
